cp,artist,song,section,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cp_length,genres,text_2,type,key_labels
"4,1,5",the killers,read my mind,pre-chorus and chorus,0.5429999999999999,0.917,1.0,-3.391,1.0,0.0444,0.00572,7.759999999999999e-05,0.104,0.3289999999999999,132.246,246840.0,4.0,3,"['indie rock', 'modern rock', 'permanent wave', 'rock']","Can you read my mind?
Oh well, I don't mind, you don't mind
Cause I don't shine if you don't shine
When you read my mind
Put your back on me",indie rock,$C♯/D♭$
"6,5,4,5",the killers,read my mind,solo,0.5429999999999999,0.917,1.0,-3.391,1.0,0.0444,0.00572,7.759999999999999e-05,0.104,0.3289999999999999,132.246,246840.0,4.0,4,"['indie rock', 'modern rock', 'permanent wave', 'rock']","On the corner of main street
Just tryin' to keep it in line
You say you wanna move on, and
You say I'm falling behind
I never really gave up on
Breakin' out of this two-star town
I got the green light
I got a little fight
I'm gonna turn this thing around
The good old days, the honest man
The restless heart, the Promised Land
A subtle kiss that no one sees
A broken wrist and a big trapeze
Before you go, can you read my mind?
It's funny how you just break down
Waiting on some sign
I pull up to the front of your driveway
With magic soaking my spine
The teenage queen, the loaded gun
The drop dead dream, the Chosen One
A southern drawl, the world unseen
A city wall and a trampoline
'Cause I don't shine if you don't shine
Before you jump
Tell me what you find
Slipping in my faith until I fall
He never returned that call
Woman, open the door, don't let it sting
I wanna breathe that fire again
She said, I don't mind, you don't mind
The stars are blazing like rebel diamonds cut out of the sun",indie rock,$C♯/D♭$
"6,5,4,1",the killers,read my mind,solo,0.5429999999999999,0.917,1.0,-3.391,1.0,0.0444,0.00572,7.759999999999999e-05,0.104,0.3289999999999999,132.246,246840.0,4.0,4,"['indie rock', 'modern rock', 'permanent wave', 'rock']","On the corner of main street
Just tryin' to keep it in line
You say you wanna move on, and
You say I'm falling behind
I never really gave up on
Breakin' out of this two-star town
I got the green light
I got a little fight
I'm gonna turn this thing around
The good old days, the honest man
The restless heart, the Promised Land
A subtle kiss that no one sees
A broken wrist and a big trapeze
Before you go, can you read my mind?
It's funny how you just break down
Waiting on some sign
I pull up to the front of your driveway
With magic soaking my spine
The teenage queen, the loaded gun
The drop dead dream, the Chosen One
A southern drawl, the world unseen
A city wall and a trampoline
'Cause I don't shine if you don't shine
Before you jump
Tell me what you find
Slipping in my faith until I fall
He never returned that call
Woman, open the door, don't let it sting
I wanna breathe that fire again
She said, I don't mind, you don't mind
The stars are blazing like rebel diamonds cut out of the sun",indie rock,$C♯/D♭$
"6,3,4,5",the killers,read my mind,pre-chorus and chorus,0.5429999999999999,0.917,1.0,-3.391,1.0,0.0444,0.00572,7.759999999999999e-05,0.104,0.3289999999999999,132.246,246840.0,4.0,4,"['indie rock', 'modern rock', 'permanent wave', 'rock']","Can you read my mind?
Oh well, I don't mind, you don't mind
Cause I don't shine if you don't shine
When you read my mind
Put your back on me",indie rock,$C♯/D♭$
"4,1,4",counting crows,a long december,verse,0.3979999999999999,0.591,5.0,-6.925,1.0,0.0298,0.469,0.000588,0.337,0.425,142.336,295067.0,4.0,3,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']","A long December and there's reason to believe
I can't remember the last thing that you said as you were leavin'
Now the days go by so fast
If you think that I could be forgiven I wish you would
The smell of hospitals in winter
And the feeling that it's all a lot of oysters, but no pearls
All at once you look across a crowded room
To see the way that light attaches to a girl
If you think you might come to California I think you should
Drove up to Hillside Manor sometime after two a.m.
And talked a little while about the year
I guess the winter makes you laugh a little slower,
Makes you talk a little lower about the things you could not show her
And it's been a long December and there's reason to believe
I can't remember all the times I tried to tell my myself
To hold on to these moments as they pass
And it's one more day up in the canyon
It's been so long since I've seen the ocean I guess I should
Yeah, yeah, yeah, yeah",alternative rock,$F$
"1,5,2,4,1",counting crows,a long december,verse,0.3979999999999999,0.591,5.0,-6.925,1.0,0.0298,0.469,0.000588,0.337,0.425,142.336,295067.0,4.0,5,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']","A long December and there's reason to believe
I can't remember the last thing that you said as you were leavin'
Now the days go by so fast
If you think that I could be forgiven I wish you would
The smell of hospitals in winter
And the feeling that it's all a lot of oysters, but no pearls
All at once you look across a crowded room
To see the way that light attaches to a girl
If you think you might come to California I think you should
Drove up to Hillside Manor sometime after two a.m.
And talked a little while about the year
I guess the winter makes you laugh a little slower,
Makes you talk a little lower about the things you could not show her
And it's been a long December and there's reason to believe
I can't remember all the times I tried to tell my myself
To hold on to these moments as they pass
And it's one more day up in the canyon
It's been so long since I've seen the ocean I guess I should
Yeah, yeah, yeah, yeah",alternative rock,$F$
"1,5,2,1,4",counting crows,a long december,verse,0.3979999999999999,0.591,5.0,-6.925,1.0,0.0298,0.469,0.000588,0.337,0.425,142.336,295067.0,4.0,5,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']","A long December and there's reason to believe
I can't remember the last thing that you said as you were leavin'
Now the days go by so fast
If you think that I could be forgiven I wish you would
The smell of hospitals in winter
And the feeling that it's all a lot of oysters, but no pearls
All at once you look across a crowded room
To see the way that light attaches to a girl
If you think you might come to California I think you should
Drove up to Hillside Manor sometime after two a.m.
And talked a little while about the year
I guess the winter makes you laugh a little slower,
Makes you talk a little lower about the things you could not show her
And it's been a long December and there's reason to believe
I can't remember all the times I tried to tell my myself
To hold on to these moments as they pass
And it's one more day up in the canyon
It's been so long since I've seen the ocean I guess I should
Yeah, yeah, yeah, yeah",alternative rock,$F$
"4,1,5,2,4",counting crows,a long december,verse,0.3979999999999999,0.591,5.0,-6.925,1.0,0.0298,0.469,0.000588,0.337,0.425,142.336,295067.0,4.0,5,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']","A long December and there's reason to believe
I can't remember the last thing that you said as you were leavin'
Now the days go by so fast
If you think that I could be forgiven I wish you would
The smell of hospitals in winter
And the feeling that it's all a lot of oysters, but no pearls
All at once you look across a crowded room
To see the way that light attaches to a girl
If you think you might come to California I think you should
Drove up to Hillside Manor sometime after two a.m.
And talked a little while about the year
I guess the winter makes you laugh a little slower,
Makes you talk a little lower about the things you could not show her
And it's been a long December and there's reason to believe
I can't remember all the times I tried to tell my myself
To hold on to these moments as they pass
And it's one more day up in the canyon
It's been so long since I've seen the ocean I guess I should
Yeah, yeah, yeah, yeah",alternative rock,$F$
"4,1,4",radiohead,motion picture soundtrack,verse and pre-chorus,0.134,0.129,7.0,-16.128,1.0,0.0341,0.921,0.6970000000000001,0.13,0.0435,93.668,200483.0,4.0,3,"['alternative rock', 'art rock', 'melancholia', 'modern rock', 'permanent wave', 'rock']","Red wine and sleeping pills
Help me get back to your arms
Cheap sex and sad films
Help me get where I belong
Stop sending letters
Letters always get burned
It's not like the movies
They fed us on little white lies
Beautiful angel
Pulled apart at birth
Limbless and helpless
I can't even recognize you",alternative rock,$G$
"4,6,4,1,56",radiohead,motion picture soundtrack,verse and pre-chorus,0.134,0.129,7.0,-16.128,1.0,0.0341,0.921,0.6970000000000001,0.13,0.0435,93.668,200483.0,4.0,5,"['alternative rock', 'art rock', 'melancholia', 'modern rock', 'permanent wave', 'rock']","Red wine and sleeping pills
Help me get back to your arms
Cheap sex and sad films
Help me get where I belong
Stop sending letters
Letters always get burned
It's not like the movies
They fed us on little white lies
Beautiful angel
Pulled apart at birth
Limbless and helpless
I can't even recognize you",alternative rock,$G$
"6,4,1,56,6",radiohead,motion picture soundtrack,verse and pre-chorus,0.134,0.129,7.0,-16.128,1.0,0.0341,0.921,0.6970000000000001,0.13,0.0435,93.668,200483.0,4.0,5,"['alternative rock', 'art rock', 'melancholia', 'modern rock', 'permanent wave', 'rock']","Red wine and sleeping pills
Help me get back to your arms
Cheap sex and sad films
Help me get where I belong
Stop sending letters
Letters always get burned
It's not like the movies
They fed us on little white lies
Beautiful angel
Pulled apart at birth
Limbless and helpless
I can't even recognize you",alternative rock,$G$
"4,1,4",abba,mamma mia,verse,0.75,0.754,2.0,-6.999,1.0,0.0327,0.287,0.000207,0.444,0.83,137.533,215267.0,4.0,3,"['europop', 'swedish pop']","Mamma mia, here I go again
My my, how can I resist you?
Mamma mia, does it show again
My my, just how much I've missed you?
I've been angry and sad about things that you do
I can't count all the times that I've told you ""we're through""
And when you go, when you slam the door
I think you know that you won't be away too long
You know that I'm not that strong
Just one look and I can hear a bell ring
One more look and I forget everything
Mamma mia, even if I say
""Bye bye, leave me now or never""
Mamma mia, it's a game we play
""Bye bye"" doesn't mean forever",europop,$D$
"4,1,4",abba,mamma mia,pre-outro,0.75,0.754,2.0,-6.999,1.0,0.0327,0.287,0.000207,0.444,0.83,137.533,215267.0,4.0,3,"['europop', 'swedish pop']","[Chorus]
Yes, I've been brokenhearted
Blue since the day we parted
Why, why did I ever let you go?
Mamma mia, now I really know
My my, I could never let you go",europop,$D$
"4,5,1",abba,mamma mia,chorus lead-out,0.75,0.754,2.0,-6.999,1.0,0.0327,0.287,0.000207,0.444,0.83,137.533,215267.0,4.0,3,"['europop', 'swedish pop']","[Chorus]
Yes, I've been brokenhearted
Blue since the day we parted
Why, why did I ever let you go?
Mamma mia, now I really know
My my, I could never let you go",europop,$D$
"6,5,4",abba,mamma mia,chorus lead-out,0.75,0.754,2.0,-6.999,1.0,0.0327,0.287,0.000207,0.444,0.83,137.533,215267.0,4.0,3,"['europop', 'swedish pop']","[Chorus]
Yes, I've been brokenhearted
Blue since the day we parted
Why, why did I ever let you go?
Mamma mia, now I really know
My my, I could never let you go",europop,$D$
"1,5,4,1,5",abba,mamma mia,pre-chorus,0.75,0.754,2.0,-6.999,1.0,0.0327,0.287,0.000207,0.444,0.83,137.533,215267.0,4.0,5,"['europop', 'swedish pop']","[Chorus]
Yes, I've been brokenhearted
Blue since the day we parted
Why, why did I ever let you go?
Mamma mia, now I really know
My my, I could never let you go",europop,$D$
"1,4,1,4,1",abba,mamma mia,chorus,0.75,0.754,2.0,-6.999,1.0,0.0327,0.287,0.000207,0.444,0.83,137.533,215267.0,4.0,5,"['europop', 'swedish pop']","[Chorus]
Yes, I've been brokenhearted
Blue since the day we parted
Why, why did I ever let you go?
Mamma mia, now I really know
My my, I could never let you go",europop,$D$
"4,1,5,4,1",abba,mamma mia,pre-chorus,0.75,0.754,2.0,-6.999,1.0,0.0327,0.287,0.000207,0.444,0.83,137.533,215267.0,4.0,5,"['europop', 'swedish pop']","[Chorus]
Yes, I've been brokenhearted
Blue since the day we parted
Why, why did I ever let you go?
Mamma mia, now I really know
My my, I could never let you go",europop,$D$
"4,1,4,1,4",abba,mamma mia,chorus,0.75,0.754,2.0,-6.999,1.0,0.0327,0.287,0.000207,0.444,0.83,137.533,215267.0,4.0,5,"['europop', 'swedish pop']","[Chorus]
Yes, I've been brokenhearted
Blue since the day we parted
Why, why did I ever let you go?
Mamma mia, now I really know
My my, I could never let you go",europop,$D$
"5,1,56,6,4",abba,mamma mia,chorus lead-out,0.75,0.754,2.0,-6.999,1.0,0.0327,0.287,0.000207,0.444,0.83,137.533,215267.0,4.0,5,"['europop', 'swedish pop']","[Chorus]
Yes, I've been brokenhearted
Blue since the day we parted
Why, why did I ever let you go?
Mamma mia, now I really know
My my, I could never let you go",europop,$D$
"4,1,4",iron maiden,the wicker man,verse and pre-chorus,0.424,0.98,4.0,-4.33,0.0,0.154,0.000855,5.72e-06,0.129,0.296,101.502,275253.0,4.0,3,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']","Hand of fate is moving and the finger points to you
He knocks you to your feet and so what are you gonna do
Your tongue has frozen now you've got something to say
The piper at the gates of dawn is calling you his way
Say goodbye to gravity and say goodbye to death
Hello to eternity and live for every breath
The ferryman wants his money you ain't going to give it back
He can push his own boat as you set up off the track
Nothing you can contemplate will ever be the same
Every second is a new spark, sets the universe aflame
Brothers and their fathers joining hands and make a chain
The shadow of the Wicker Man is rising up again",album rock,$E$
"6,4,1,5",iron maiden,the wicker man,chorus lead-out,0.424,0.98,4.0,-4.33,0.0,0.154,0.000855,5.72e-06,0.129,0.296,101.502,275253.0,4.0,4,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']","You watch the world exploding every single night
Dancing in the sun a newborn in the light
Your time will come, your time will come",album rock,$E$
"1,5,6,4,1",iron maiden,the wicker man,verse and pre-chorus,0.424,0.98,4.0,-4.33,0.0,0.154,0.000855,5.72e-06,0.129,0.296,101.502,275253.0,4.0,5,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']","Hand of fate is moving and the finger points to you
He knocks you to your feet and so what are you gonna do
Your tongue has frozen now you've got something to say
The piper at the gates of dawn is calling you his way
Say goodbye to gravity and say goodbye to death
Hello to eternity and live for every breath
The ferryman wants his money you ain't going to give it back
He can push his own boat as you set up off the track
Nothing you can contemplate will ever be the same
Every second is a new spark, sets the universe aflame
Brothers and their fathers joining hands and make a chain
The shadow of the Wicker Man is rising up again",album rock,$E$
"1,6,4,1,6",iron maiden,the wicker man,verse and pre-chorus,0.424,0.98,4.0,-4.33,0.0,0.154,0.000855,5.72e-06,0.129,0.296,101.502,275253.0,4.0,5,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']","Hand of fate is moving and the finger points to you
He knocks you to your feet and so what are you gonna do
Your tongue has frozen now you've got something to say
The piper at the gates of dawn is calling you his way
Say goodbye to gravity and say goodbye to death
Hello to eternity and live for every breath
The ferryman wants his money you ain't going to give it back
He can push his own boat as you set up off the track
Nothing you can contemplate will ever be the same
Every second is a new spark, sets the universe aflame
Brothers and their fathers joining hands and make a chain
The shadow of the Wicker Man is rising up again",album rock,$E$
